City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Zhigansk,RU,66.7697,123.3711,-28.73,99,94,5.68,overcast clouds
346,Vuktyl,RU,63.8567,57.3094,9.9,93,100,9.93,light snow
347,Najran,SA,17.4924,44.1277,81.34,19,2,6.2,clear sky
348,Gigmoto,PH,13.7796,124.39,75.25,95,100,10.29,moderate rain
349,Bambanglipuro,ID,-7.95,110.2833,82.72,73,100,5.48,overcast clouds
350,Tezu,IN,27.9167,96.1667,69.4,48,67,4.12,broken clouds
351,Nago,JP,26.5881,127.9761,71.67,85,92,11.21,overcast clouds
352,Fredericksburg,US,38.3032,-77.4605,55.0,49,0,9.22,clear sky
353,Mandurah,AU,-32.55,115.7,83.14,62,0,21.07,clear sky
354,Buala,SB,-8.145,159.5921,76.84,88,100,5.84,light rain
355,Bahia De Caraquez,EC,-0.6,-80.4167,75.38,87,100,3.96,light rain
356,Boddam,GB,57.4667,-1.7833,48.38,90,100,24.79,overcast clouds
357,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.1,100,100,2.04,overcast clouds
358,Parana,AR,-31.732,-60.5238,57.56,88,100,13.56,overcast clouds
359,Brigantine,US,39.4101,-74.3646,54.27,69,0,8.05,clear sky
360,Oyugis,KE,-0.509,34.7358,83.32,34,70,7.27,broken clouds
361,Santa Fe,AR,-31.6333,-60.7,59.02,88,100,11.01,overcast clouds
362,Mbanza-Ngungu,CD,-5.25,14.8667,73.26,74,100,3.76,overcast clouds
363,Rafaela,AR,-31.2503,-61.4867,58.05,81,100,5.99,overcast clouds
364,Hualmay,PE,-11.0964,-77.6139,69.73,84,100,6.22,overcast clouds
365,Maceio,BR,-9.6658,-35.7353,76.44,88,40,3.44,scattered clouds
366,Lomza,PL,53.1781,22.0593,35.83,63,5,10.16,clear sky
367,Puerto Madero,MX,14.7208,-92.4215,74.86,78,0,7.38,clear sky
368,Joshimath,IN,30.5667,79.5667,57.16,31,0,6.53,clear sky
369,Aguimes,ES,27.9054,-15.4461,66.83,43,20,11.5,few clouds
370,Faya,SA,18.3851,42.4509,66.72,54,32,7.94,scattered clouds
371,Otradnoye,RU,59.7775,30.8181,32.04,88,73,10.38,light snow
372,Cabo San Lucas,MX,22.8909,-109.9124,65.52,72,0,6.53,clear sky
373,Raudeberg,NO,61.9875,5.1352,39.2,91,100,8.99,light rain
374,Opuwo,NA,-18.0607,13.84,77.99,60,86,4.47,light rain
375,Caibarien,CU,22.5206,-79.4669,70.92,83,66,7.72,broken clouds
376,Port Augusta,AU,-32.5,137.7667,93.7,25,0,11.7,clear sky
377,Pilar,BR,-9.5972,-35.9567,75.13,92,48,5.26,scattered clouds
378,Berdigestyakh,RU,62.0989,126.6992,-22.59,100,51,2.77,broken clouds
379,San Quintin,MX,30.4833,-115.95,60.53,58,0,2.86,clear sky
380,Klyavlino,RU,54.2649,52.0267,23.54,93,90,7.45,overcast clouds
381,San Miguel,SV,13.4833,-88.1833,72.28,79,12,2.35,few clouds
382,Beatrice,US,40.2681,-96.747,12.18,72,0,6.91,clear sky
383,Auki,SB,-8.7676,160.7034,77.02,87,100,2.19,moderate rain
384,Kidal,ML,18.4411,1.4078,70.9,14,2,11.36,clear sky
385,Tazovskiy,RU,67.4667,78.7,-8.68,87,17,10.45,few clouds
386,Broome,US,42.2506,-75.833,46.8,67,100,13.8,overcast clouds
387,Zaysan,KZ,47.4667,84.8667,15.91,86,84,0.98,broken clouds
388,Puerto El Triunfo,SV,13.2833,-88.55,75.36,74,1,4.18,clear sky
389,Keti Bandar,PK,24.1447,67.4497,76.84,35,0,12.03,clear sky
390,Boden,SE,65.8252,21.6886,8.6,96,95,3.62,overcast clouds
391,Saint-Pierre,RE,-21.3393,55.4781,86.18,62,75,8.05,broken clouds
392,Chato,TZ,-2.6378,31.7669,79.36,55,100,3.11,light rain
393,Adre,TD,13.4667,22.2,77.2,11,7,14.05,clear sky
394,Chadiza,ZM,-14.0678,32.4392,67.28,84,100,2.59,overcast clouds
395,Toora-Khem,RU,52.4675,96.11,0.01,86,75,1.39,broken clouds
396,Teahupoo,PF,-17.8333,-149.2667,69.76,75,100,13.69,overcast clouds
397,Takoradi,GH,4.8845,-1.7554,82.51,73,98,8.12,light rain
398,Nuuk,GL,64.1835,-51.7216,32.61,93,100,42.57,overcast clouds
399,Turbat,PK,26.0023,63.044,76.73,22,0,8.88,clear sky
400,Santa Maria,BR,-29.6842,-53.8069,71.22,65,96,4.27,overcast clouds
401,Maneadero,MX,31.7167,-116.5667,64.58,37,0,5.3,clear sky
402,Masallatah,LY,32.6167,14.0,56.93,49,18,6.55,few clouds
403,Ossora,RU,59.2353,163.0719,-12.5,100,14,5.79,few clouds
404,Lynn Haven,US,30.2455,-85.6483,51.91,87,75,3.44,broken clouds
405,Lucea,JM,18.451,-78.1736,71.85,81,2,3.69,clear sky
406,Khingansk,RU,49.1167,131.1833,4.8,95,100,6.98,light snow
407,Strezhevoy,RU,60.7333,77.5889,-4.02,94,81,11.21,broken clouds
408,Markova,UA,48.6758,24.4138,35.19,78,96,11.74,light snow
409,Qandala,SO,11.472,49.8728,79.75,47,19,8.75,few clouds
410,Nola,IT,40.922,14.5329,58.93,56,53,5.01,broken clouds
411,Shalyhyne,UA,51.5717,34.1217,31.89,99,100,7.61,overcast clouds
412,Teykovo,RU,56.858,40.5369,27.12,89,100,8.97,overcast clouds
413,Polson,US,47.6936,-114.1632,29.48,85,73,1.39,broken clouds
414,Nanchang,CN,28.6833,115.8833,44.94,88,100,5.21,overcast clouds
415,San Cristobal,VE,7.7669,-72.225,64.89,82,100,1.34,overcast clouds
416,Kotdwara,IN,29.75,78.5333,71.55,30,0,6.46,clear sky
417,Xuddur,SO,4.1213,43.8894,86.52,26,61,17.72,broken clouds
418,Niceville,US,30.5169,-86.4822,53.91,92,0,3.44,clear sky
419,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,8.78,55,44,6.42,scattered clouds
420,Jalu,LY,29.0331,21.5482,58.57,39,0,6.87,clear sky
421,Guayabetal,CO,4.2147,-73.8172,70.92,89,100,2.01,overcast clouds
422,Le Port,RE,-20.9373,55.2919,86.5,66,27,11.7,scattered clouds
423,Sedam,IN,17.1773,77.2824,86.31,23,32,5.39,scattered clouds
424,Christchurch,NZ,-43.5333,172.6333,55.9,94,75,17.27,light rain
425,Dzhebariki-Khaya,RU,62.2167,135.8,-33.07,100,87,0.43,overcast clouds
426,Gari,RU,59.4307,62.3497,11.07,90,100,5.17,light snow
427,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,0.0,broken clouds
428,Kodinsk,RU,58.6881,99.1844,1.58,88,94,1.97,overcast clouds
429,Sal Rei,CV,16.1833,-22.9167,73.96,68,84,19.57,broken clouds
430,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,37.47,60,7,10.2,clear sky
431,Kalmunai,LK,7.4167,81.8167,78.35,86,100,5.26,overcast clouds
432,Eugene,US,44.0521,-123.0867,43.7,93,100,0.0,mist
433,Gizycko,PL,54.0381,21.7644,33.06,69,4,12.37,clear sky
434,Buzmeyin,TM,38.0507,58.2056,44.33,87,100,4.61,overcast clouds
435,Tasiilaq,GL,65.6145,-37.6368,12.36,61,72,5.32,broken clouds
436,Kirakira,SB,-10.4544,161.9205,79.2,85,100,1.19,overcast clouds
437,Mahibadhoo,MV,3.7833,72.9667,81.43,70,100,4.18,overcast clouds
438,Flinders,AU,-34.5833,150.8552,67.28,91,77,5.01,light rain
439,Asfi,MA,32.2994,-9.2372,56.66,80,79,11.3,broken clouds
440,Muroto,JP,33.2833,134.15,53.64,57,19,12.06,few clouds
441,Saldanha,ZA,-33.0117,17.9442,70.95,73,85,10.4,overcast clouds
442,Sicamous,CA,50.8331,-118.9856,26.49,97,72,3.98,broken clouds
443,Hagere Hiywet,ET,8.9833,37.85,76.95,27,19,3.65,few clouds
444,Buraydah,SA,26.326,43.975,59.45,27,0,16.73,clear sky
445,Aklavik,CA,68.2191,-135.0107,-21.17,98,20,8.66,few clouds
446,Pemba,MZ,-12.974,40.5178,79.79,79,91,0.6,light rain
447,Carballo,ES,43.213,-8.691,48.9,92,95,1.48,overcast clouds
448,Sisimiut,GL,66.9395,-53.6735,26.1,76,100,13.6,overcast clouds
449,Salalah,OM,17.0151,54.0924,80.69,44,20,10.36,few clouds
450,Gainesville,US,29.6516,-82.3248,53.74,79,0,5.75,clear sky
451,Sinnamary,GF,5.3833,-52.95,76.3,86,99,12.06,overcast clouds
452,Kamenka,RU,51.3223,42.7678,32.76,90,99,5.35,overcast clouds
453,Mpika,ZM,-11.8343,31.4529,66.18,85,100,1.72,light rain
454,Hamilton,US,39.1834,-84.5333,37.72,78,75,13.8,light rain
455,Nouadhibou,MR,20.931,-17.0347,66.18,55,87,9.22,overcast clouds
456,Beitbridge,ZW,-22.2167,30.0,88.36,28,43,16.37,scattered clouds
457,Korem,ET,12.5058,39.5228,63.37,55,21,8.14,few clouds
458,Alta Floresta,BR,-9.8756,-56.0861,70.12,98,96,0.72,overcast clouds
459,Alofi,NU,-19.0595,-169.9187,78.69,83,23,6.91,few clouds
460,Margate,GB,51.3813,1.3862,43.92,77,60,5.99,broken clouds
461,Diapaga,BF,12.0708,1.7889,80.69,9,2,12.17,clear sky
462,Lompoc,US,34.6391,-120.4579,63.57,62,0,4.61,clear sky
463,Hobyo,SO,5.3505,48.5268,82.02,51,92,18.21,overcast clouds
464,Bud,US,39.447,-86.1758,30.31,86,47,11.7,scattered clouds
465,Niquelandia,BR,-14.4739,-48.4597,68.77,94,100,2.08,overcast clouds
466,Debre Tabor,ET,11.85,38.0167,68.81,33,8,6.29,clear sky
467,Pudozh,RU,61.8099,36.5345,18.23,94,100,8.16,overcast clouds
468,Beloha,MG,-25.1667,45.05,90.82,46,6,13.96,clear sky
469,Klaksvik,FO,62.2266,-6.589,41.92,90,100,17.63,overcast clouds
470,Arlit,NE,18.7369,7.3853,71.49,13,2,1.16,clear sky
471,Anloga,GH,5.7947,0.8973,82.4,78,100,8.95,overcast clouds
472,Felanitx,ES,39.4696,3.1483,54.14,69,7,5.97,clear sky
473,Pirot,RS,43.1531,22.5861,43.21,86,100,5.35,overcast clouds
474,Rio Gallegos,AR,-51.6226,-69.2181,62.65,59,75,34.52,broken clouds
475,Roros,NO,62.5747,11.3842,28.24,64,100,6.91,overcast clouds
476,Tignere,CM,7.3667,12.65,81.03,10,7,6.22,clear sky
477,Siparia,TT,10.1333,-61.5,76.86,95,22,11.07,few clouds
478,Kuruman,ZA,-27.4524,23.4325,84.99,31,4,12.95,clear sky
479,Vallenar,CL,-28.5708,-70.7581,63.84,69,0,1.41,clear sky
480,Krapina,HR,46.1608,15.8789,42.31,58,47,3.78,scattered clouds
481,Isangel,VU,-19.55,169.2667,79.79,89,72,6.62,broken clouds
482,Ziway,ET,7.9333,38.7167,77.95,29,88,12.68,overcast clouds
483,Naze,JP,28.3667,129.4833,59.92,89,99,11.03,overcast clouds
484,Omsukchan,RU,62.5333,155.8,-29.09,86,75,3.91,broken clouds
485,Lasa,IT,46.6166,10.7002,35.02,39,0,2.35,clear sky
486,Wanaka,NZ,-44.7,169.15,57.11,61,100,10.0,overcast clouds
487,Newport,GB,51.5877,-2.9984,46.26,75,100,1.99,overcast clouds
488,Saint George,US,37.1041,-113.5841,55.99,24,0,10.36,clear sky
489,Avera,US,33.194,-82.5271,50.72,69,73,5.97,broken clouds
490,Yerbogachen,RU,61.2767,108.0108,-5.15,99,100,0.63,overcast clouds
491,Rock Sound,BS,24.9,-76.2,76.84,76,77,15.23,broken clouds
492,Aguadilla,PR,18.4275,-67.1541,73.65,88,7,1.99,clear sky
493,Aitape,PG,-3.1374,142.3475,80.46,83,100,6.38,light rain
494,Emba,KZ,48.8264,58.1442,31.3,98,100,19.55,light snow
495,Taman,RU,45.2117,36.7161,48.52,73,89,10.42,overcast clouds
496,Sivaki,RU,52.6333,126.75,-1.53,90,100,5.93,overcast clouds
497,Velingara,SN,13.15,-14.1167,74.86,12,0,11.54,clear sky
498,Moengo,SR,5.6167,-54.4,72.23,95,98,2.28,overcast clouds
499,Fevik,NO,58.3794,8.6766,40.77,83,100,22.41,overcast clouds
500,Acapulco,MX,16.8634,-99.8901,75.02,78,75,3.44,broken clouds
501,Namibe,AO,-15.1961,12.1522,81.1,60,92,4.47,overcast clouds
502,Greytown,ZA,-29.0642,30.5928,83.68,40,7,3.42,clear sky
503,Caravelas,BR,-17.7125,-39.2481,73.04,93,76,3.13,broken clouds
504,Pachino,IT,36.7186,15.0907,57.24,68,100,3.18,overcast clouds
505,Chimbarongo,CL,-34.7,-71.05,54.48,34,0,1.86,clear sky
506,Samoylovka,RU,51.184,43.7081,27.59,90,100,5.32,overcast clouds
507,Victor Harbor,AU,-35.5667,138.6167,80.91,75,0,5.32,clear sky
508,Carutapera,BR,-1.195,-46.02,75.87,92,99,6.44,overcast clouds
509,Abu Dhabi,AE,24.4667,54.3667,82.51,26,0,5.75,clear sky
510,Rudbar,AF,30.15,62.6,68.41,14,0,7.25,clear sky
511,Kaili,ID,-3.4626,120.2147,71.42,94,89,1.16,overcast clouds
512,Tarakan,ID,3.3,117.6333,83.7,74,40,3.44,scattered clouds
513,Lubango,AO,-14.9172,13.4925,75.24,41,73,6.98,broken clouds
514,Rorvik,NO,64.8621,11.2373,37.62,50,100,22.3,overcast clouds
515,San Lawrenz,MT,36.0553,14.204,56.86,75,100,4.36,overcast clouds
516,Sarkand,KZ,45.41,79.9186,34.18,99,100,10.27,snow
517,Nan,TH,18.8333,100.6667,93.22,29,20,8.05,few clouds
518,Talnakh,RU,69.4865,88.3972,-8.63,82,100,8.32,overcast clouds
519,Turukhansk,RU,65.8167,87.9833,-2.06,87,1,4.27,clear sky
520,Ust-Ishim,RU,57.6935,71.1665,6.39,84,19,10.02,few clouds
521,Kvitok,RU,56.0724,98.4813,4.68,84,35,5.64,scattered clouds
522,Skjervoy,NO,70.0311,20.9714,28.94,62,91,10.76,light snow
523,Haines Junction,CA,60.7522,-137.5108,22.95,86,100,4.61,overcast clouds
524,Burnie,AU,-41.0667,145.9167,62.83,67,4,9.22,clear sky
525,Boa Vista,BR,2.8197,-60.6733,76.98,69,0,12.66,clear sky
526,Grand Bank,CA,47.0999,-55.765,33.8,82,100,8.86,overcast clouds
527,College,US,64.8569,-147.8028,-0.02,78,40,3.44,scattered clouds
528,Mnogovershinnyy,RU,53.9353,139.9242,10.49,97,100,4.92,overcast clouds
529,Paamiut,GL,61.994,-49.6678,30.02,93,100,34.11,light snow
530,Muravlenko,RU,63.7898,74.523,-2.04,90,5,12.03,clear sky
531,Palu,ID,-0.8917,119.8707,75.81,98,100,1.34,overcast clouds
532,Asyut,EG,27.181,31.1837,62.51,35,0,1.01,clear sky
533,The Valley,AI,18.217,-63.0578,75.81,73,6,21.32,clear sky
534,Kopargaon,IN,19.8833,74.4833,82.98,23,7,3.11,clear sky
535,Ahipara,NZ,-35.1667,173.1667,76.64,81,98,27.45,overcast clouds
536,Goundam,ML,16.4145,-3.6708,67.62,16,0,15.12,clear sky
537,Bonavista,CA,48.6499,-53.1147,30.11,69,50,11.61,scattered clouds
538,Rawson,AR,-43.3002,-65.1023,59.88,51,55,11.68,broken clouds
539,Laramie,US,41.3114,-105.5911,16.79,73,0,16.11,clear sky
540,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,49,20,6.91,few clouds
541,Moose Factory,CA,51.2585,-80.6094,-23.8,76,0,8.05,clear sky
542,Gambo,CF,4.6482,22.2633,94.35,12,18,4.85,few clouds
543,North Bend,US,43.4065,-124.2243,52.16,73,0,4.61,clear sky
544,Oak Ridge,US,36.0104,-84.2696,54.57,60,0,0.0,clear sky
545,Ilebo,CD,-4.3167,20.5833,86.25,58,100,3.53,overcast clouds
546,Jeremie,HT,18.65,-74.1167,73.98,78,2,2.8,clear sky
547,Sao Filipe,CV,14.8961,-24.4956,77.99,46,79,17.72,broken clouds
548,Saint-Felicien,CA,48.6501,-72.4491,34.93,92,100,10.13,overcast clouds
549,Jiangyou,CN,31.7667,104.7167,49.89,62,100,4.27,overcast clouds
550,Kedrovyy,RU,56.1667,91.8167,-1.14,84,6,8.01,clear sky
551,Sakaiminato,JP,35.55,133.2333,46.38,53,20,6.91,few clouds
552,Salta,AR,-24.7859,-65.4117,57.79,96,100,5.75,overcast clouds
553,Coos Bay,US,43.3665,-124.2179,52.23,74,0,4.61,clear sky
554,Belyy Yar,RU,53.6039,91.3903,-7.71,71,65,4.47,smoke
555,Izazi,TZ,-7.2,35.7333,80.76,69,94,0.92,light rain
556,Villanueva,HN,15.3167,-88.0,68.99,94,40,0.0,scattered clouds
557,Lorengau,PG,-2.0226,147.2712,80.69,77,91,1.79,overcast clouds
558,Okha,RU,53.5739,142.9478,13.19,95,100,6.35,overcast clouds
559,Talaya,RU,61.3833,152.75,-34.53,98,85,1.92,overcast clouds
560,Tuy Hoa,VN,13.0833,109.3,77.43,80,100,7.85,overcast clouds
561,Orlik,RU,52.5178,99.825,-4.41,85,22,0.22,few clouds
562,Larvik,NO,59.0533,10.0352,41.04,83,75,17.27,broken clouds
563,Almora,IN,29.6167,79.6667,54.36,27,0,2.95,clear sky
564,Fairbanks,US,64.8378,-147.7164,-0.02,78,40,3.44,scattered clouds
565,Nampula,MZ,-15.1165,39.2666,82.35,69,75,5.75,broken clouds
566,Metlaltoyuca,MX,20.7333,-97.85,57.4,93,62,3.27,broken clouds
567,Albertville,US,34.2676,-86.2089,50.67,79,0,6.91,clear sky
568,Pangnirtung,CA,66.1451,-65.7125,3.06,94,100,1.77,light snow
569,Ascension,US,30.2169,-90.9001,48.2,87,0,0.0,clear sky
570,Makokou,GA,0.5738,12.8642,84.69,58,38,3.74,light rain
571,Bilma,NE,18.6853,12.9164,68.38,18,0,11.27,clear sky
572,Morros,BR,-9.4467,-46.3003,69.73,92,14,2.3,few clouds
573,Panguna,PG,-6.3164,155.4848,69.46,90,100,1.14,light rain
574,Coruripe,BR,-10.1256,-36.1756,76.71,87,77,9.55,broken clouds
575,Zhongshu,CN,24.5167,103.7667,65.41,32,6,13.69,clear sky
576,Chivilcoy,AR,-34.8957,-60.0167,52.02,10,49,8.99,scattered clouds
577,Khromtau,KZ,50.2503,58.4347,27.61,95,100,18.39,light snow
578,Chimbote,PE,-9.0853,-78.5783,69.08,87,100,5.19,overcast clouds
579,Manaia,NZ,-39.55,174.1333,76.3,96,100,9.15,overcast clouds
580,Vardo,NO,70.3705,31.1107,29.89,61,100,19.06,overcast clouds
581,Collierville,US,35.042,-89.6645,50.86,72,100,6.91,light rain
582,Okhotsk,RU,59.3833,143.3,-9.81,90,21,5.61,few clouds
583,Saint-Joseph,RE,-21.3667,55.6167,86.11,67,37,3.76,scattered clouds
584,Llanes,ES,43.4198,-4.7549,49.86,77,42,2.1,scattered clouds
585,Ketchikan,US,55.3422,-131.6461,40.98,93,100,6.91,light rain
586,Port Keats,AU,-14.25,129.55,80.26,72,78,3.29,broken clouds
587,Clyde River,CA,70.4692,-68.5914,-18.17,76,75,26.46,broken clouds
588,Cajamarca,PE,-7.1638,-78.5003,50.68,95,100,0.83,overcast clouds
589,Del Rio,US,29.3627,-100.8968,57.31,65,0,9.22,clear sky
590,Tiznit,MA,29.5833,-9.5,57.79,45,46,1.36,scattered clouds
591,Yuli,NG,9.6989,10.2744,79.83,13,99,8.12,overcast clouds
592,Ullapool,GB,57.8987,-5.1604,49.35,93,100,16.24,heavy intensity rain
593,Nalut,LY,30.3333,10.85,54.43,38,0,10.65,clear sky
594,Hermosillo,MX,29.0667,-110.9667,67.24,43,0,3.0,clear sky
595,Pashiya,RU,58.4324,58.2562,14.9,91,100,5.19,overcast clouds
596,Jalingo,NG,8.8833,11.3667,86.74,10,86,6.87,overcast clouds
597,Karratha,AU,-20.7377,116.8463,92.71,50,1,11.97,clear sky
598,Labuhan,ID,-6.8844,112.2051,80.49,84,100,10.51,overcast clouds
599,Mandalgovi,MN,45.7625,106.2708,3.07,64,100,3.29,overcast clouds
600,Mangrol,IN,21.1167,70.1167,79.93,29,1,8.1,clear sky
601,Gladstone,AU,-23.85,151.25,80.53,57,2,17.27,clear sky
602,Surt,LY,31.2089,16.5887,58.01,53,68,10.42,broken clouds
603,Linjiang,CN,41.8069,126.9078,21.2,81,100,2.15,overcast clouds
604,Orcopampa,PE,-15.2661,-72.3417,45.07,55,100,0.76,overcast clouds
605,Noumea,NC,-22.2763,166.4572,82.0,99,100,0.63,light rain
606,Mae Hong Son,TH,19.3003,97.9685,91.54,21,0,3.44,clear sky
607,Kutum,SD,14.2,24.6667,69.19,11,4,7.85,clear sky
608,Dangara,IN,29.6799,75.8931,76.15,17,0,9.57,clear sky
609,Ayolas,PY,-27.4,-56.9,70.39,60,40,5.1,scattered clouds
610,Sirjan,IR,29.452,55.6814,61.21,28,0,10.69,clear sky
611,Moerai,PF,-22.4333,-151.3333,78.71,77,100,6.51,light rain
612,Fukuchiyama,JP,35.3,135.1167,51.66,87,45,2.26,scattered clouds
613,Urumqi,CN,43.801,87.6005,14.95,79,75,2.24,mist
614,Awbari,LY,26.5921,12.7805,57.6,27,0,10.36,clear sky
615,Chino Valley,US,34.7575,-112.4538,53.91,36,0,3.44,clear sky
616,Sotouboua,TG,8.5667,0.9833,82.44,16,59,3.36,broken clouds
617,Banda Aceh,ID,5.5577,95.3222,84.34,70,71,16.53,broken clouds
618,Mogadishu,SO,2.0371,45.3438,83.48,57,100,18.61,overcast clouds
619,Shangrao,CN,28.4532,117.9686,47.68,92,100,1.03,overcast clouds
620,Mackay,AU,-21.15,149.2,79.68,68,2,13.18,clear sky
621,Brae,GB,60.3964,-1.353,44.51,87,100,23.15,overcast clouds
622,Siyabuswa,ZA,-25.1132,29.0445,83.26,25,13,6.53,few clouds
623,Undory,RU,54.6085,48.3928,31.24,90,38,11.18,scattered clouds
624,Nivala,FI,63.9167,24.9667,22.68,93,97,9.75,light snow
625,Peruibe,BR,-24.32,-46.9983,72.84,90,90,3.4,overcast clouds
626,Mount Pleasant,US,32.7941,-79.8626,49.98,89,40,5.75,scattered clouds
627,Mecca,SA,21.4267,39.8261,81.16,29,6,7.02,clear sky
628,Kyshtovka,RU,56.555,76.6271,3.42,88,31,9.98,scattered clouds
629,Kapit,MY,2.0167,112.9333,81.39,77,85,1.3,overcast clouds
630,Kahului,US,20.8947,-156.47,72.84,80,20,4.61,few clouds
631,Tuxpan,MX,19.55,-103.4,51.39,54,3,3.65,clear sky
632,Dongying,CN,37.4564,118.4856,49.12,36,100,1.43,light rain
633,Somerset,US,40.5668,-74.5496,55.22,54,82,1.99,broken clouds
634,Eirunepe,BR,-6.6603,-69.8736,71.53,99,96,1.74,overcast clouds
635,Wahlstedt,DE,53.95,10.2167,35.98,93,67,11.79,broken clouds
636,Boca Do Acre,BR,-8.7522,-67.3978,72.39,99,99,2.57,overcast clouds
637,Koslan,RU,63.4564,48.8989,22.35,92,100,5.55,overcast clouds
638,Marathon,US,44.9,-89.7668,4.14,76,0,8.05,clear sky
639,Sandy Bay,AU,-42.913,147.3532,65.05,60,71,14.97,broken clouds
640,Praxedis Guerrero,MX,31.3667,-106.0167,52.75,47,0,13.09,clear sky
641,Zaragoza,ES,41.6561,-0.8773,50.11,74,75,1.14,broken clouds
642,Shingu,JP,33.7333,135.9833,51.91,55,39,2.55,scattered clouds
643,Urgut,UZ,39.4022,67.2431,44.22,84,100,1.83,overcast clouds
644,Marawi,PH,7.9986,124.2928,72.64,86,99,4.9,overcast clouds
645,Mercedes,AR,-34.6515,-59.4307,54.84,93,100,11.12,overcast clouds
646,Malia,GR,35.2833,25.4667,60.66,68,100,2.28,overcast clouds
647,Las Lomas,PA,8.4333,-82.4,71.28,80,100,4.83,overcast clouds
648,Quatre Cocos,MU,-20.2078,57.7625,85.08,71,100,8.95,overcast clouds
649,Changtu,CN,42.7788,124.0955,23.13,39,100,7.36,overcast clouds
650,Bay Roberts,CA,47.5999,-53.2648,33.33,90,57,1.01,broken clouds
651,Caliling,PH,9.9804,122.4814,82.2,79,95,9.86,light rain
652,Yurginskoye,RU,56.8189,67.3921,5.9,83,100,11.7,overcast clouds
653,Kalengwa,ZM,-13.4659,25.0027,72.68,76,100,2.51,light rain
654,Goderich,CA,43.7501,-81.7165,27.21,86,100,21.85,overcast clouds
655,Luanda,AO,-8.8368,13.2343,84.2,61,100,3.44,overcast clouds
656,Ukiah,US,39.1502,-123.2078,63.03,80,0,0.0,clear sky
657,Fort Nelson,CA,58.8053,-122.7002,9.99,85,100,0.0,light snow
658,Yarmolyntsi,UA,49.1924,26.8373,32.47,83,100,14.32,overcast clouds
659,Canutama,BR,-6.5339,-64.3831,71.82,98,100,2.71,overcast clouds
660,Humberto De Campos,BR,-2.5983,-43.4611,75.7,92,100,5.21,light rain
661,Esna,EG,25.2934,32.554,68.22,36,0,11.97,clear sky
662,Ayotzintepec,MX,17.6667,-96.1333,67.86,94,100,0.76,overcast clouds
663,Grand Island,US,40.925,-98.342,11.35,72,0,6.91,clear sky
664,Zaria,NG,11.1113,7.7227,73.81,13,56,14.16,broken clouds
665,Mapiripan,CO,2.8892,-72.1256,72.34,73,98,3.58,overcast clouds
666,Xacmaz,AZ,41.4635,48.806,47.88,63,2,3.6,clear sky
667,Shaunavon,CA,49.6501,-108.4181,19.18,78,96,6.71,overcast clouds
668,Batemans Bay,AU,-35.7167,150.1833,67.1,87,94,6.51,overcast clouds
669,Travesia,HN,15.8667,-87.9,70.09,91,12,4.99,few clouds
670,La Tebaida,CO,4.4527,-75.7875,64.72,96,100,0.85,overcast clouds
671,Sakakah,SA,29.9697,40.2064,58.57,37,0,9.55,clear sky
672,Verkhoyansk,RU,67.5447,133.385,-30.51,98,81,1.03,broken clouds
673,Khuzdar,PK,27.7384,66.6434,67.05,14,0,5.1,clear sky
674,Selenduma,RU,50.9131,106.2406,-4.02,91,98,1.81,overcast clouds
675,Hailar,CN,49.2,119.7,-10.1,100,100,1.97,overcast clouds
676,Kyaiklat,MM,16.4333,95.7333,93.47,14,99,10.56,overcast clouds
677,Nyandoma,RU,61.669,40.1991,20.57,93,100,9.15,overcast clouds
678,Bugry,RU,60.0712,30.3923,31.75,75,66,11.32,light snow
679,La Roda,ES,39.2167,-2.15,50.9,55,99,8.41,overcast clouds
680,Agirish,RU,61.9247,63.0231,6.19,94,100,8.75,light snow
681,Iranshahr,IR,27.2025,60.6848,75.54,22,0,4.61,clear sky
682,Ola,RU,59.5833,151.2833,-3.95,85,98,5.44,overcast clouds
683,Xinyu,CN,27.8043,114.9334,45.54,87,100,4.85,light rain
684,Jacareacanga,BR,-6.2222,-57.7528,71.35,99,96,0.6,overcast clouds
685,Mormugao,IN,15.4,73.8,87.06,40,34,9.22,scattered clouds
686,Bibiani,GH,6.4635,-2.3194,83.8,61,74,3.49,broken clouds
687,Malazgirt,TR,39.1427,42.5401,20.95,87,52,0.92,broken clouds
688,Fort-Shevchenko,KZ,44.5086,50.263,43.25,82,99,12.01,overcast clouds
689,San Juan,AR,-31.5375,-68.5364,62.19,71,100,10.0,overcast clouds
690,Apucarana,BR,-23.5508,-51.4608,60.93,90,0,6.53,clear sky
691,Ivanteyevka,RU,55.9711,37.9208,32.34,88,100,10.56,overcast clouds
692,Raymond,US,43.9015,-70.4703,44.42,78,99,8.68,overcast clouds
693,Zwiesel,DE,49.0167,13.2333,35.11,87,16,1.99,few clouds
694,Blythe,US,33.6103,-114.5964,66.65,15,0,6.91,clear sky
695,Camacupa,AO,-12.0167,17.4833,77.34,49,100,2.35,overcast clouds
696,Senador Jose Porfirio,BR,-2.5908,-51.9542,72.32,97,94,2.95,overcast clouds
